"COUNTRY","Country","SEX","Sex","AGE","Age","EMPSTAT","Employment status","JOBTYPE","Job type","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,46.5796786141396,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,46.6987718205095,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,15.3690659197499,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,14.6189624877981,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,14.8536953252263,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,14.4934580707927,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,14.8631538189531,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,43.1409029919909,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,43.4470368683942,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,43.1215160264221,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,43.2035571204701,,
"ISL","Iceland","MEN","Men","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,43.4646223727913,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,47.0261124951393,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,47.4519139597264,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,47.1587347723702,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,47.4191653308235,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,47.2860735864614,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,15.6694820729135,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,15.4168162275383,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,15.4849401977851,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,14.9126489457893,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,15.4179233087486,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,43.4418084884108,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,44.1113339771003,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,43.555095395842,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,43.8810830815449,,
"ISL","Iceland","MEN","Men","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,43.8284919416828,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.565354935694,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.1798111162719,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.4068400426726,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.1732424239083,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.920297882362,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,13.4281598133567,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,13.4675574294853,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,13.2271243733836,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,13.0891501076788,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,12.1413208147577,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,26.0766913195796,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,26.4040833770713,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,25.5190017411985,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,26.6112825208402,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,26.7566014924215,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.5581094005896,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.1781283504365,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.356052508146,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.1162265517821,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.9036914031452,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,13.2908450300773,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,13.3727723623853,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,13.0559987314401,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,13.0194467331696,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,12.0191330596605,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,26.0119572127139,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,26.3318370973713,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,25.3018757549938,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,26.5600402933603,,
"ISL","Iceland","WOMEN","Women","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,26.5402134172149,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,39.898581088192,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.1297988249488,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.3206398044299,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.3429676913528,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.4681118092443,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,20.152011740247,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,20.0213815527538,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,19.7725744891827,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,19.2500314269434,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,19.5130242971729,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,36.4024741799285,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,36.811498215107,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,37.3701887770324,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,37.0659540244692,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,37.5112671072375,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.3827513846448,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.5571508564678,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.5726927511982,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.7562848787063,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.9061570272217,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,19.5440171144072,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,19.7991518624642,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,19.3375496642204,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,18.9548294876033,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,19.4051241446297,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,36.4838548972423,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,37.0093831537708,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,37.3441421170061,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,37.1781830200148,,
"ISL","Iceland","WOMEN","Women","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,37.6879047190471,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,39.4231820358135,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,39.8746176256373,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.2005976991207,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,39.9772694679266,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,39.8240927816821,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,19.6814393305439,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,20.2523939986954,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,19.3620956541014,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,19.7871686791749,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,20.0558188105016,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,34.3779761904762,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,35.5926434163701,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,35.2726394476966,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,34.9946078116401,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,35.0067143953468,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,39.7847904895596,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.3599016610198,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.0567527132375,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.7926631370586,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.1711306496366,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,19.2839760174419,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,19.3814980652294,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,18.6684619548492,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,19.3720860425045,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,20.0300904110558,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,34.3341037614324,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,35.5313588650677,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,35.5282215921157,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,35.3126442918593,,
"ISL","Iceland","WOMEN","Women","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,35.0733327216415,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,39.8807145743782,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.085171768432,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.3067978467944,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.3744773010931,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.3888420191016,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,17.5849237379162,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,17.4829687053035,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,16.9331039340515,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,16.8225061387972,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,16.7113248870299,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,34.1982756166334,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,34.6768935494469,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,34.8286371345776,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,34.6522994767756,,
"ISL","Iceland","WOMEN","Women","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,35.0101589254099,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.2860241783405,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.4773944713313,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.6470566367034,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.8045044920652,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.7521125344709,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,17.3883090935377,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,17.4003996066049,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,16.7716152570938,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,16.8141109549147,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,16.8187076015824,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,34.3572408070574,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,34.9236103844333,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,34.9777124964374,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,34.9096496653919,,
"ISL","Iceland","WOMEN","Women","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,35.2015412700563,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,38.5916555867388,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,38.5751297403257,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,38.5563856346836,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,38.8152947945382,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,38.8408708642656,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,15.516538354979,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,15.7877245746957,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,15.9756151662453,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,15.8230443866987,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,15.9272513060792,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,29.6537781133689,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,28.6708629002115,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,28.6720594950468,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,29.3430612459252,,
"IRL","Ireland","MW","All persons","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,29.6777404550135,,
"IRL","Ireland","MW","All persons","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,38.7223127665454,,
"IRL","Ireland","MW","All persons","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,38.7073190948888,,
"IRL","Ireland","MW","All persons","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,38.6775751982858,,
"IRL","Ireland","MW","All persons","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,39.0066889051374,,
