COUNTRY	Country	SEX	Sex	AGE	Age	EMPSTAT	Employment status	JOBTYPE	Job type	TIME	Time	Value
DEU	Germany	MW	All persons	5564	55 to 64	TE	Total employment	TED	Total declared employment	2014	2014	35.07128427
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	FT	Full-time employment	2010	2010	42.13238231
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	FT	Full-time employment	2011	2011	40.94442719
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	FT	Full-time employment	2012	2012	41.01740393
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	FT	Full-time employment	2013	2013	41.02084343
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	FT	Full-time employment	2014	2014	41.12800108
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	PT	Part-time employment	2010	2010	10.5267514
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	PT	Part-time employment	2011	2011	10.00249643
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	PT	Part-time employment	2012	2012	10.29036122
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	PT	Part-time employment	2013	2013	10.41722993
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	PT	Part-time employment	2014	2014	10.44314418
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	TED	Total declared employment	2010	2010	16.16822605
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	TED	Total declared employment	2011	2011	14.8054372
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	TED	Total declared employment	2012	2012	15.20369564
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	TED	Total declared employment	2013	2013	15.38406274
DEU	Germany	MW	All persons	6599	65+	DE	Dependent employment	TED	Total declared employment	2014	2014	15.66308029
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	FT	Full-time employment	2010	2010	46.15706246
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	FT	Full-time employment	2011	2011	44.71035047
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	FT	Full-time employment	2012	2012	44.60669837
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	FT	Full-time employment	2013	2013	44.71583911
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	FT	Full-time employment	2014	2014	44.32827693
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	PT	Part-time employment	2010	2010	11.46434398
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	PT	Part-time employment	2011	2011	10.89862467
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	PT	Part-time employment	2012	2012	11.07951764
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	PT	Part-time employment	2013	2013	11.10310829
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	PT	Part-time employment	2014	2014	11.11559177
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	TED	Total declared employment	2010	2010	23.98179461
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	TED	Total declared employment	2011	2011	21.75691848
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	TED	Total declared employment	2012	2012	21.39820521
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	TED	Total declared employment	2013	2013	21.50714084
DEU	Germany	MW	All persons	6599	65+	TE	Total employment	TED	Total declared employment	2014	2014	21.54746405
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	FT	Full-time employment	2010	2010	39.96673414
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	FT	Full-time employment	2011	2011	40.0481467
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	FT	Full-time employment	2012	2012	40.07230097
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	FT	Full-time employment	2013	2013	39.92791975
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	FT	Full-time employment	2014	2014	39.83891961
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	PT	Part-time employment	2010	2010	16.06593822
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	PT	Part-time employment	2011	2011	15.83150723
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	PT	Part-time employment	2012	2012	15.92239933
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	PT	Part-time employment	2013	2013	15.92804939
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	PT	Part-time employment	2014	2014	16.05594657
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	TED	Total declared employment	2010	2010	34.65342703
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	TED	Total declared employment	2011	2011	34.55580216
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	TED	Total declared employment	2012	2012	34.61320747
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	TED	Total declared employment	2013	2013	34.42583379
DEU	Germany	MW	All persons	900000	Total	DE	Dependent employment	TED	Total declared employment	2014	2014	34.45484106
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	FT	Full-time employment	2010	2010	41.15846113
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	FT	Full-time employment	2011	2011	41.19939096
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	FT	Full-time employment	2012	2012	41.1771075
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	FT	Full-time employment	2013	2013	40.98339548
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	FT	Full-time employment	2014	2014	40.84967812
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	PT	Part-time employment	2010	2010	15.93350294
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	PT	Part-time employment	2011	2011	15.64580656
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	PT	Part-time employment	2012	2012	15.7454976
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	PT	Part-time employment	2013	2013	15.75204768
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	PT	Part-time employment	2014	2014	15.87268392
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	TED	Total declared employment	2010	2010	35.68281687
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	TED	Total declared employment	2011	2011	35.50950062
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	TED	Total declared employment	2012	2012	35.52232363
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	TED	Total declared employment	2013	2013	35.28879425
DEU	Germany	MW	All persons	900000	Total	TE	Total employment	TED	Total declared employment	2014	2014	35.2729065
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2010	2010	39.66416542
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2011	2011	39.6866199
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2012	2012	39.71525131
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2013	2013	39.61129735
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2014	2014	39.58301937
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2010	2010	10.79694496
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2011	2011	10.26565885
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2012	2012	10.25282107
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2013	2013	10.55806359
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2014	2014	10.71194782
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2010	2010	35.82740879
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2011	2011	35.45740985
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2012	2012	35.33475031
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2013	2013	34.7950894
DEU	Germany	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2014	2014	34.93165139
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2010	2010	39.79384132
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2011	2011	39.81100947
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2012	2012	39.82115474
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2013	2013	39.68666083
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2014	2014	39.67260844
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2010	2010	10.82295206
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2011	2011	10.24432666
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2012	2012	10.24945368
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2013	2013	10.56587065
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2014	2014	10.68681565
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2010	2010	35.80185027
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2011	2011	35.36616965
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2012	2012	35.22403216
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2013	2013	34.7005547
DEU	Germany	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2014	2014	34.82963404
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2010	2010	40.94731119
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2011	2011	41.10518895
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2012	2012	41.16223966
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2013	2013	41.0289888
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2014	2014	40.93234371
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2010	2010	16.11404252
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2011	2011	15.70862426
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2012	2012	15.91826139
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2013	2013	15.92608609
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2014	2014	16.00765907
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2010	2010	39.53262122
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2011	2011	39.66915697
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2012	2012	39.7558213
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2013	2013	39.57586842
DEU	Germany	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2014	2014	39.47863499
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2010	2010	42.40801058
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2011	2011	42.52188406
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2012	2012	42.50499322
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2013	2013	42.3093884
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2014	2014	42.127678
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2010	2010	16.13545974
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2011	2011	15.7291472
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2012	2012	15.90438412
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2013	2013	15.93531616
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2014	2014	15.96415744
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2010	2010	40.91923247
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2011	2011	40.9952367
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2012	2012	41.00706025
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2013	2013	40.77282886
DEU	Germany	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2014	2014	40.58789397
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2010	2010	40.91425585
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2011	2011	41.08620776
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2012	2012	41.0518884
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2013	2013	40.86068297
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2014	2014	40.73803377
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2010	2010	14.70387468
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2011	2011	14.04071899
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2012	2012	14.06712904
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2013	2013	14.06872103
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2014	2014	14.18042291
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2010	2010	38.83709209
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2011	2011	38.70214784
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2012	2012	38.59353833
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2013	2013	38.41025755
DEU	Germany	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2014	2014	38.33379602
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2010	2010	42.87922415
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2011	2011	42.98567968
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2012	2012	42.95541067
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2013	2013	42.63644708
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2014	2014	42.49194016
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2010	2010	14.82825767
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2011	2011	13.98097392
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2012	2012	14.20533234
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2013	2013	14.16724549
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2014	2014	14.38246758
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2010	2010	40.61548638
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2011	2011	40.41125392
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2012	2012	40.31362435
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2013	2013	40.0049159
DEU	Germany	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2014	2014	39.88369666
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2010	2010	43.47680789
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2011	2011	41.76936869
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2012	2012	41.87142283
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2013	2013	41.93749892
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2014	2014	41.91673824
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2010	2010	11.10994644
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2011	2011	10.15610148
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2012	2012	10.55945884
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2013	2013	10.92721719
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2014	2014	10.74293685
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2010	2010	18.32313673
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2011	2011	16.29051943
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2012	2012	16.75421163
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2013	2013	17.37730833
DEU	Germany	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2014	2014	17.31375861
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2010	2010	46.93539195
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2011	2011	45.44666961
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2012	2012	45.34731789
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2013	2013	45.28131483
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2014	2014	45.09313867
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2010	2010	12.1761479
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2011	2011	11.35585672
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2012	2012	11.53472045
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2013	2013	11.64306194
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2014	2014	11.55342858
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2010	2010	27.62166513
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2011	2011	24.58910699
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2012	2012	24.0326806
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2013	2013	24.4334257
DEU	Germany	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2014	2014	24.22798277
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2010	2010	40.803482
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2011	2011	40.94423506
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2012	2012	40.99049039
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2013	2013	40.85649121
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2014	2014	40.76605669
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2010	2010	14.28755743
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2011	2011	13.62187664
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2012	2012	13.70612409
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2013	2013	13.75678595
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2014	2014	13.82073495
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2010	2010	38.77671287
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2011	2011	38.74774861
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2012	2012	38.7559656
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2013	2013	38.51341235
DEU	Germany	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2014	2014	38.41862444
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2010	2010	42.26488792
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2011	2011	42.35620497
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2012	2012	42.35197301
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2013	2013	42.15758627
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2014	2014	42.00704554
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2010	2010	14.40103939
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2011	2011	13.69146371
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2012	2012	13.78875346
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2013	2013	13.82273705
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2014	2014	13.88548312
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2010	2010	40.07231239
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2011	2011	39.93953746
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2012	2012	39.8901008
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2013	2013	39.59843462
DEU	Germany	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2014	2014	39.43619904
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2010	2010	39.13664738
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2011	2011	39.16060986
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2012	2012	39.18452934
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2013	2013	39.05748545
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2014	2014	39.10331738
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2010	2010	11.90820012
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2011	2011	11.55081332
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2012	2012	11.44562946
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2013	2013	11.27121054
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2014	2014	11.2860643
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2010	2010	33.26190504
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2011	2011	32.65779555
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2012	2012	32.5738284
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2013	2013	32.13846339
DEU	Germany	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2014	2014	32.26119647
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2010	2010	39.16892637
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2011	2011	39.18729671
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2012	2012	39.19748549
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2013	2013	39.06825129
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2014	2014	39.12730297
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2010	2010	11.86423027
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2011	2011	11.45602846
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2012	2012	11.32241221
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2013	2013	11.18860467
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2014	2014	11.21464225
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2010	2010	33.18772637
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2011	2011	32.50180828
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2012	2012	32.36281395
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2013	2013	31.9582906
DEU	Germany	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2014	2014	32.08522546
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2010	2010	38.5318739
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2011	2011	38.54338683
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2012	2012	38.56016654
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2013	2013	38.42599085
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2014	2014	38.34668905
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2010	2010	17.02545176
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2011	2011	17.0376051
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2012	2012	17.14016097
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2013	2013	17.26385744
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2014	2014	17.42204797
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2010	2010	30.06955058
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2011	2011	30.11063067
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2012	2012	30.27414544
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2013	2013	30.31308093
DEU	Germany	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2014	2014	30.51866487
DEU	Germany	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2010	2010	39.20294713
DEU	Germany	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2011	2011	39.19391839
